Unruly passengers are often put off here to be taken into custody .	be taken into	Unruly passengers	custody
The Triple-A Baseball National Championship Game was established in 2006 .	was established in	The Triple-A Baseball National Championship Game	2006
Sometimes , if you have a headache , you can go out and walk it right off . ''	have	you	a headache
Sometimes , if you have a headache , you can go out and walk it right off . ''	walk	you	headache
In its first six months , RCPO concluded 858 cases convictions in 88 % of cases .	concluded	RCPO	858 cases convictions
Most yields on short - term jumbo CDs , those with denominations over $ 90,000 , also moved in the opposite direction of Treasury bill yields .	moved in the opposite direction of	Most yields on short - term jumbo CDs	Treasury bill yields
Sidley will maintain its association with the Hashidate Law Office in Tokyo .	will maintain	Sidley	its association
Muhammad ibn Abu Bakr was a pious Muslim who supported the Imam of his time , Ali ibn Abi Talib , even though his sister Aisha opposed ` Ali in the battle of Jamal , Ibn Abu Bakr was faithful to his stepfather .	was	Muhammad ibn Abu Bakr	a pious Muslim
Chevalier fulfilled his promise the following year by erecting a shrine dedicated to the honour of Mary under the title of `` Our Lady of the Sacred Heart '' .	fulfilled	Chevalier	his promise
Chevalier fulfilled his promise the following year by erecting a shrine dedicated to the honour of Mary under the title of `` Our Lady of the Sacred Heart '' .	dedicated to	a shrine	the honour of Mary
Ever since , the remaining members have been desperate for the United States to rejoin this dreadful group .	have been	the remaining members	desperate
Ever since , the remaining members have been desperate for the United States to rejoin this dreadful group .	rejoin	the United States	this dreadful group
In the U.S. , more than half the PC software sold is either for spreadsheets or for database analysis , according to Lotus .	is	more than half the PC software sold	either for spreadsheets or for database analysis
According to the United States Census Bureau , the town has a total area of , all of it land .	has	the town	a total area of , all of it land
In 1987 , Rodan became president of the American Society for Bone and Mineral Research .	became	Rodan	president of the American Society for Bone and Mineral Research
Procter & Gamble Co. recently introduced refillable versions of four products , including Tide and Mr. Clean , in Canada , but does n't plan to bring them to the U.S. .	introduced	Procter & Gamble Co.	refillable versions of four products , including Tide and Mr. Clean
Procter & Gamble Co. recently introduced refillable versions of four products , including Tide and Mr. Clean , in Canada , but does n't plan to bring them to the U.S. .	including	refillable versions of four products	Tide and Mr. Clean
Procter & Gamble Co. recently introduced refillable versions of four products , including Tide and Mr. Clean , in Canada , but does n't plan to bring them to the U.S. .	does n't plan to bring	Procter & Gamble Co.	them
Parental investment is any expenditure of resources to benefit one offspring .	is	Parental investment	any expenditure of resources to benefit one offspring
Parental investment is any expenditure of resources to benefit one offspring .	benefit	any expenditure of resources	one offspring
Earlier this year , Blackstone Group , a New York investment bank , had no trouble selling out a special $ 570 million mortgage - securities trust it created for Japanese investors .	created	it	a special $ 570 million mortgage - securities trust
The community is served by the United States Postal Service Hinsdale Post Office .	is served by	The community	the United States Postal Service Hinsdale Post Office
The second was titled `` Consider Her Ways '' and also starred Barrie as the lead named Jane Waterleigh .	was titled	The second	`` Consider Her Ways ''
The second was titled `` Consider Her Ways '' and also starred Barrie as the lead named Jane Waterleigh .	starred	The second	Barrie
The second was titled `` Consider Her Ways '' and also starred Barrie as the lead named Jane Waterleigh .	named	the lead	Jane Waterleigh
This provision met early and strong resistance from investment bankers worried about disruptions in their clients ' portfolios .	worried about	strong resistance from investment bankers	disruptions
This had considerable implications for the Welsh language as it was the main language of the nonconformist churches in Wales .	had	This	considerable implications
This had considerable implications for the Welsh language as it was the main language of the nonconformist churches in Wales .	was	it	the main language of the nonconformist churches in Wales
According to one person familiar with the airline , the buy - out group -- led by United 's pilots union and UAL Chairman Stephen Wolf -- has begun billing UAL for fees and expenses it owes to investment bankers , law firms and banks .	led by	the buy - out group --	United 's pilots union and UAL Chairman Stephen Wolf
According to one person familiar with the airline , the buy - out group -- led by United 's pilots union and UAL Chairman Stephen Wolf -- has begun billing UAL for fees and expenses it owes to investment bankers , law firms and banks .	owes	it	fees and expenses
Because patients require less attention from nurses and other staff , room charges are lower -- about $ 100 less per day than a regular room at the Vermont hospital .	require	patients	less attention from nurses and other staff
Because patients require less attention from nurses and other staff , room charges are lower -- about $ 100 less per day than a regular room at the Vermont hospital .	are	room charges	lower
Medical cooperatives , among the most successful in the U.S.S.R. , are banned from providing general - practitioner services ( their main source of income ) , carrying out surgery , and treating cancer patients , drug addicts and pregnant women .	providing	Medical cooperatives	general - practitioner services
Medical cooperatives , among the most successful in the U.S.S.R. , are banned from providing general - practitioner services ( their main source of income ) , carrying out surgery , and treating cancer patients , drug addicts and pregnant women .	carrying out	Medical cooperatives	surgery
Medical cooperatives , among the most successful in the U.S.S.R. , are banned from providing general - practitioner services ( their main source of income ) , carrying out surgery , and treating cancer patients , drug addicts and pregnant women .	treating	Medical cooperatives	cancer patients , drug addicts and pregnant women
Finally , Mitsubishi Estate has no plans to interfere with Rockefeller 's management beyond taking a place on the board .	has no plans to interfere with	Mitsubishi Estate	Rockefeller 's management
Early in the morning Mr. Sider , an estate lawyer , pores over last wills and testaments .	pores over	Mr. Sider	last wills and testaments
This engine was equipped with an electronically controlled carburetor .	was equipped with	This engine	an electronically controlled carburetor
USG Corp. agreed to sell its headquarters building here to Manufacturers Life Insurance Co. of Toronto , and will lease the 19 - story facility until it moves to a new quarters in 1992 .	agreed to sell	USG Corp.	its headquarters building here
USG Corp. agreed to sell its headquarters building here to Manufacturers Life Insurance Co. of Toronto , and will lease the 19 - story facility until it moves to a new quarters in 1992 .	will lease	USG Corp.	the 19 - story facility
USG Corp. agreed to sell its headquarters building here to Manufacturers Life Insurance Co. of Toronto , and will lease the 19 - story facility until it moves to a new quarters in 1992 .	moves to	it	a new quarters
However , after pressure campaigns from various human rights groups , BAE Systems recently stated it no longer produces land mines or cluster bombs .	stated	BAE Systems	it no longer produces land mines or cluster bombs
However , after pressure campaigns from various human rights groups , BAE Systems recently stated it no longer produces land mines or cluster bombs .	no longer produces	it	land mines or cluster bombs
A month ago , when Beatrice first filed to sell debt , the company had planned to offer $ 200 million of its senior subordinated reset notes at a yield of 12 3\/4 % .	had planned to offer	the company	$ 200 million of its senior subordinated reset notes
In the corporate market , an expected debt offering today by International Business Machines Corp. generated considerable attention .	generated	an expected debt offering today by International Business Machines Corp.	considerable attention
Indeed , the insurance adjusters had already bolted out of the courtroom .	had already bolted out of	the insurance adjusters	the courtroom
It said CS First Boston `` has consistently been one of the most aggressive firms in merchant banking '' and that `` a very significant portion '' of the firm 's profit in recent years has come from merchant banking - related business .	has consistently been	CS First Boston	one of the most aggressive firms in merchant banking
The Hamburg Concathedral with chapterhouse and capitular residential courts formed a `` Cathedral Immunity District '' of the Prince-Archbishopric of Bremen too .	formed	The Hamburg Concathedral with chapterhouse and capitular residential courts	a `` Cathedral Immunity District '' of the Prince-Archbishopric of Bremen
To my knowledge , no government entities , including the EPA , are pursuing UV - B measurements .	are pursuing	no government entities , including the EPA	UV - B measurements
To my knowledge , no government entities , including the EPA , are pursuing UV - B measurements .	including	government entities	the EPA
Each of the Matoran brought their Toa stone and met each other at the Great Temple .	brought	Each of the Matoran	their Toa stone
Each of the Matoran brought their Toa stone and met each other at the Great Temple .	met	Each of the Matoran	each other
RedHat engineers identified problems with ProPolice though , and in 2005 re-implemented stack-smashing protection for inclusion in GCC 4.1 .	identified	RedHat engineers	problems
RedHat engineers identified problems with ProPolice though , and in 2005 re-implemented stack-smashing protection for inclusion in GCC 4.1 .	re-implemented	RedHat engineers	stack-smashing protection for inclusion in GCC 4.1
Apartment buildings , shops , medical clinics , cinemas etc. were built in close proximity to the MAZ plant , providing plant workers with local necessities .	providing	Apartment buildings , shops , medical clinics , cinemas etc.	plant workers
The town was previously served by a station on the Somerset and Dorset Railway but this closed in 1966 , and by a second station on the Bristol and North Somerset Railway at Welton in the valley .	was previously served by	The town	a station on the Somerset and Dorset Railway
The town was previously served by a station on the Somerset and Dorset Railway but this closed in 1966 , and by a second station on the Bristol and North Somerset Railway at Welton in the valley .	closed in	this	1966
Years ago , he collaborated with the new music gurus Peter Serkin and Fred Sherry in the very countercultural chamber group Tashi , which won audiences over to dreaded contemporary scores like Messiaen 's `` Quartet for the End of Time . ''	collaborated with	he	the new music gurus Peter Serkin and Fred Sherry
Shaw Industries , which agreed to acquire Armstrong World Industries ' carpet operations for an undisclosed price , rose 2 1\/4 to 26 1\/8 .	agreed to acquire	Shaw Industries	Armstrong World Industries ' carpet operations
Shaw Industries , which agreed to acquire Armstrong World Industries ' carpet operations for an undisclosed price , rose 2 1\/4 to 26 1\/8 .	rose	Shaw Industries	2 1\/4
Six years ago , Judge O'Kicki was voted president of the Pennsylvania Conference of State Trial Judges by the state 's 400 judges .	was voted	Judge O'Kicki	president of the Pennsylvania Conference of State Trial Judges
There 's light at the end of the tunnel for municipals , '' he said , adding that he expects prices to `` inch up '' in the near term .	's	There	light
There 's light at the end of the tunnel for municipals , '' he said , adding that he expects prices to `` inch up '' in the near term .	expects	he	prices
Industrial Bank of Japan , which claims to be the biggest Japanese buyer of U.S. mortgage securities , says it will more than double its purchases this year , to an amount one official puts at several billion dollars .	claims to be	Industrial Bank of Japan	the biggest Japanese buyer of U.S. mortgage securities
Industrial Bank of Japan , which claims to be the biggest Japanese buyer of U.S. mortgage securities , says it will more than double its purchases this year , to an amount one official puts at several billion dollars .	will more than double	it	its purchases
Industrial Bank of Japan , which claims to be the biggest Japanese buyer of U.S. mortgage securities , says it will more than double its purchases this year , to an amount one official puts at several billion dollars .	puts	one official	an amount
Prime Minister Lee Kuan Yew , Singapore 's leader and one of Asia 's leading statesmen for 30 years , recently announced his intention to retire next year -- though not necessarily to end his influence .	announced	Lee Kuan	his intention to retire next year
Prime Minister Lee Kuan Yew , Singapore 's leader and one of Asia 's leading statesmen for 30 years , recently announced his intention to retire next year -- though not necessarily to end his influence .	not necessarily to end	his intention to retire next year	his influence
He also contended that the plaintiffs failed to cite any legal authority that would justify such an injunction .	failed to cite	the plaintiffs	any legal authority that would justify such an injunction
He also contended that the plaintiffs failed to cite any legal authority that would justify such an injunction .	would justify	any legal authority	such an injunction
Noatak has a gravel public airstrip and is primarily reached by air .	has	Noatak	a gravel public airstrip
Noatak has a gravel public airstrip and is primarily reached by air .	is primarily reached by	Noatak	air
According to the 2010 census , the population of the town is 2,310 .	is	the population of the town	2,310
The company said the fastener business `` has been under severe cost pressures for some time . ''	has been	the fastener business	under severe cost pressures
This change was soon picked up by Huguenot writers , who began to expand on Calvin and promote the idea of the sovereignty of the people , ideas to which Catholic writers and preachers responded fiercely .	was soon picked up by	This change	Huguenot writers
This change was soon picked up by Huguenot writers , who began to expand on Calvin and promote the idea of the sovereignty of the people , ideas to which Catholic writers and preachers responded fiercely .	began to expand on	Huguenot writers	Calvin
This change was soon picked up by Huguenot writers , who began to expand on Calvin and promote the idea of the sovereignty of the people , ideas to which Catholic writers and preachers responded fiercely .	promote	Huguenot writers	the idea of the sovereignty of the people
This change was soon picked up by Huguenot writers , who began to expand on Calvin and promote the idea of the sovereignty of the people , ideas to which Catholic writers and preachers responded fiercely .	responded fiercely	Catholic writers and preachers	ideas
Specifically , knowledge and interest in the event affects the level of personal importance for the individual , which also affects the individual 's level of emotional arousal .	affects	knowledge and interest in the event	the level of personal importance for the individual
Specifically , knowledge and interest in the event affects the level of personal importance for the individual , which also affects the individual 's level of emotional arousal .	affects	knowledge and interest in the event	the individual 's level of emotional arousal
Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .	had not been	Will Reid Dick	there
Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .	could have worked through	they	the problems
Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .	ended up exchanging	they	a few words
Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .	left	Clarke	the studio
Originally , Hank McCoy retains the basic features of a normal human alongside a generally simian physiology equivalent to that of a Great Ape .	retains	Hank McCoy	the basic features of a normal human
In both cases this specialized function replaces the basic rifleman position in the fireteam .	replaces	this specialized function	the basic rifleman position in the fireteam
`` Most of the LBO guys do n't know how to run a business anyway . ''	do n't know	Most of the LBO guys	how to run a business
In Jewish Hebrew , the Samaritans are called `` Shomronim '' , while in Samaritan Hebrew they call themselves `` Shamerim '' .	are called	the Samaritans	`` Shomronim ''
In Jewish Hebrew , the Samaritans are called `` Shomronim '' , while in Samaritan Hebrew they call themselves `` Shamerim '' .	call	they	themselves
He represented the riding of Nickel Belt in the Sudbury , Ontario area .	represented	He	the riding of Nickel Belt
Because of Muhammad 's role in its formation , the alliance plays a significant role in Islamic ethics .	plays a	the alliance	significant role in Islamic ethics
`` It 's really bizarre , '' says Albert Lerman , creative director at the Wells Rich Greene ad agency .	says	Albert Lerman	`` It 's really bizarre , ''
Few people in the advertising business have raised as many hackles as Alvin A. Achenbaum .	have raised	Few people in the advertising business	as many hackles
Mr. Stoll suspected the intruder was one of those precocious students who has fun breaking into computers .	was	the intruder	one of those precocious students who has fun breaking into computers
Mr. Stoll suspected the intruder was one of those precocious students who has fun breaking into computers .	suspected	Mr. Stoll	the intruder was one of those precocious students who has fun breaking into computers
Mr. Stoll suspected the intruder was one of those precocious students who has fun breaking into computers .	has fun breaking into	precocious students	computers
There were 143 households out of which 30.1 % had children under the age of 18 living with them , 49.7 % were married couples living together , 11.9 % had a female householder with no husband present , and 36.4 % were non-families .	had	30.1 %	children under the age of 18 living with them
There were 143 households out of which 30.1 % had children under the age of 18 living with them , 49.7 % were married couples living together , 11.9 % had a female householder with no husband present , and 36.4 % were non-families .	were	49.7 %	married couples living together
There were 143 households out of which 30.1 % had children under the age of 18 living with them , 49.7 % were married couples living together , 11.9 % had a female householder with no husband present , and 36.4 % were non-families .	had	11.9 %	a female householder with no husband present
There were 143 households out of which 30.1 % had children under the age of 18 living with them , 49.7 % were married couples living together , 11.9 % had a female householder with no husband present , and 36.4 % were non-families .	were	36.4 %	non-families
The Steinbrenner family added a monument to Monument Park on September 20 , 2010 to honor Steinbrenner .	added	The Steinbrenner family	a monument
The Steinbrenner family added a monument to Monument Park on September 20 , 2010 to honor Steinbrenner .	honor	The Steinbrenner family	Steinbrenner
A spectrum from a single FID has a low signal-to-noise ratio , but fortunately it improves readily with averaging of repeated acquisitions .	has	A spectrum from a single FID	a low signal-to-noise ratio
A spectrum from a single FID has a low signal-to-noise ratio , but fortunately it improves readily with averaging of repeated acquisitions .	improves readily	A spectrum from a single FID	with averaging of repeated acquisitions
The New Orleans oil and gas exploration and diving operations company added that it does n't expect any further adverse financial impact from the restructuring .	added	The New Orleans oil and gas exploration and diving operations company	that it does n't expect any further adverse financial impact from the restructuring
The New Orleans oil and gas exploration and diving operations company added that it does n't expect any further adverse financial impact from the restructuring .	does n't expect	it	any further adverse financial impact from the restructuring
`` To allow this massive level of unfettered federal borrowing without prior congressional approval would be irresponsible , '' said Rep. Fortney Stark ( D. , Calif. ) , who has introduced a bill to limit the RTC 's authority to issue debt .	would be	To allow this massive level of unfettered federal borrowing without prior congressional approval	irresponsible
`` To allow this massive level of unfettered federal borrowing without prior congressional approval would be irresponsible , '' said Rep. Fortney Stark ( D. , Calif. ) , who has introduced a bill to limit the RTC 's authority to issue debt .	said	Rep. Fortney Stark ( D. , Calif. )	To allow this massive level of unfettered federal borrowing without prior congressional approval would be irresponsible
`` To allow this massive level of unfettered federal borrowing without prior congressional approval would be irresponsible , '' said Rep. Fortney Stark ( D. , Calif. ) , who has introduced a bill to limit the RTC 's authority to issue debt .	has introduced	Rep. Fortney Stark ( D. , Calif. )	a bill
`` To allow this massive level of unfettered federal borrowing without prior congressional approval would be irresponsible , '' said Rep. Fortney Stark ( D. , Calif. ) , who has introduced a bill to limit the RTC 's authority to issue debt .	limit	a bill	the RTC 's authority to issue debt
A Democrat , he became the youngest mayor in Pittsburgh 's history in September 2006 at the age of 26 .	became	he	the youngest mayor in Pittsburgh 's history
In athletics , Boston College left the Big East Conference and joined the Atlantic Coast Conference on July 1 , 2005 .	left	Boston College	the Big East Conference
In athletics , Boston College left the Big East Conference and joined the Atlantic Coast Conference on July 1 , 2005 .	joined	Boston College	the Atlantic Coast Conference
As of Sept. 30 , American Brands had 95.2 million shares outstanding .	had	American Brands	95.2 million shares outstanding
No announcement from UTV was made about the decision to close the station earlier than planned .	was made	No announcement from UTV	about the decision to close the station earlier than planned
No announcement from UTV was made about the decision to close the station earlier than planned .	close	the decision	the station
However , StatesWest is n't abandoning its pursuit of the much - larger Mesa .	is n't abandoning	StatesWest	its pursuit of the much - larger Mesa
The rest of the group reach a small shop , where Brady attempts to phone the Sheriff , but the crocodile breaks through a wall and devours Annabelle .	reach	The rest of the group	a small shop
The rest of the group reach a small shop , where Brady attempts to phone the Sheriff , but the crocodile breaks through a wall and devours Annabelle .	attempts to phone	Brady	the Sheriff
The rest of the group reach a small shop , where Brady attempts to phone the Sheriff , but the crocodile breaks through a wall and devours Annabelle .	breaks through	the crocodile	a wall
The rest of the group reach a small shop , where Brady attempts to phone the Sheriff , but the crocodile breaks through a wall and devours Annabelle .	devours	the crocodile	Annabelle
He lodged near the hospital at 28 St Thomas 's Street in Southwark , with other medical students , including Henry Stephens who became a famous inventor and ink magnate .	lodged	He	with other medical students
He lodged near the hospital at 28 St Thomas 's Street in Southwark , with other medical students , including Henry Stephens who became a famous inventor and ink magnate .	became	Henry Stephens	a famous inventor and ink magnate
The Wilbur Cross Highway formerly ended in Sturbridge ; locals sometimes call Haynes Street and portions of Mashapaug Road `` Old Route 15 '' .	formerly ended in	The Wilbur Cross Highway	Sturbridge
The Wilbur Cross Highway formerly ended in Sturbridge ; locals sometimes call Haynes Street and portions of Mashapaug Road `` Old Route 15 '' .	sometimes call	locals	Haynes Street and portions of Mashapaug Road
It has long hind legs and a long , slender , scaly tail that it uses to communicate by making drumming noises .	has	It	long hind legs and a long , slender , scaly tail
It has long hind legs and a long , slender , scaly tail that it uses to communicate by making drumming noises .	uses	it	a long , slender , scaly tail
Ryukichi Imai , Japan 's ambassador to Mexico , agrees that Mexico may be too eager .		Ryukichi	Japan 's ambassador to Mexico
Ryukichi Imai , Japan 's ambassador to Mexico , agrees that Mexico may be too eager .	agrees	Ryukichi Imai	that Mexico may be too eager
Ryukichi Imai , Japan 's ambassador to Mexico , agrees that Mexico may be too eager .	may be	Mexico	too eager
The issue is backed by a 12 % letter of credit from Credit Suisse .	is backed by	The issue	a 12 % letter of credit from Credit Suisse
Within two hours , viewers pledged over $ 400,000 , according to a Red Cross executive .	pledged over	viewers	$ 400,000
Johns also appeared as an Imperial Officer in the 1980 `` Star Wars sequel '' , `` The Empire Strikes Back '' .	appeared as	Johns	an Imperial Officer
However , a Canadian Embassy official in Tel Aviv said that Canada was unlikely to sell the Candu heavy - water reactor to Israel since Israel has n't signed the Nuclear Non - Proliferation Treaty .	said	a Canadian Embassy official in Tel Aviv	that Canada was unlikely to sell the Candu heavy - water reactor to Israel since Israel has n't signed the Nuclear Non - Proliferation Treaty
However , a Canadian Embassy official in Tel Aviv said that Canada was unlikely to sell the Candu heavy - water reactor to Israel since Israel has n't signed the Nuclear Non - Proliferation Treaty .	was unlikely to sell	Canada	the Candu heavy - water reactor
However , a Canadian Embassy official in Tel Aviv said that Canada was unlikely to sell the Candu heavy - water reactor to Israel since Israel has n't signed the Nuclear Non - Proliferation Treaty .	has n't signed	Israel	the Nuclear Non - Proliferation Treaty
Her recent report classifies the stock as a `` hold . ''	classifies	Her recent report	the stock
Hawker Pacific Aerospace is a MRO-Service company which offers landing gear and hydraulic MRO services for all major aircraft types .	is	Hawker Pacific Aerospace	a MRO-Service company
Hawker Pacific Aerospace is a MRO-Service company which offers landing gear and hydraulic MRO services for all major aircraft types .	offers	Hawker Pacific Aerospace	landing gear and hydraulic MRO services
The first comes from when Sweden 's Royal Couple lived there during the 1992 Barcelona Summer Olympics .	comes from	The first	when Sweden 's Royal Couple lived there during the 1992 Barcelona Summer Olympics
The first comes from when Sweden 's Royal Couple lived there during the 1992 Barcelona Summer Olympics .	lived	Sweden 's Royal Couple	there
The third known version is part number 2189014-00-212 , with at least one model being produced in February 1993 .	is	The third known version	part number 2189014-00-212
Although Heathrow authorities have been watching a group of allegedly crooked baggage handlers for some time , the Gauguin may be `` lost . ''	have been watching	Heathrow authorities	a group of allegedly crooked baggage handlers
Although Heathrow authorities have been watching a group of allegedly crooked baggage handlers for some time , the Gauguin may be `` lost . ''	may be	the Gauguin	`` lost . ''
Mr. Ridley 's decision fires the starting pistol for perhaps a costly contest between the world 's auto giants for Britain 's leading luxury - car maker .	fires	Mr. Ridley 's decision	the starting pistol
When the explosion tore through the hut , Stauffenberg was convinced that no one in the room could have survived .	tore through	the explosion	the hut
When the explosion tore through the hut , Stauffenberg was convinced that no one in the room could have survived .	was convinced	Stauffenberg	that no one in the room could have survived
After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth .	found	the Colonials	a primitive , lush and vibrant new world
After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth .	named	the Colonials	it
This mutation gives him superhuman strength , speed , reflexes , agility , flexibility , dexterity , coordination , balance , and endurance .	gives	This mutation	him
Strong sales so far this year are certain to turn the tide , but even the 25 % market share that Nissan expects in 1989 will leave it far below its position at the beginning of the decade .	are certain to turn	Strong sales	the tide
Strong sales so far this year are certain to turn the tide , but even the 25 % market share that Nissan expects in 1989 will leave it far below its position at the beginning of the decade .	will leave	even the 25 % market share that Nissan expects in 1989	it
Strong sales so far this year are certain to turn the tide , but even the 25 % market share that Nissan expects in 1989 will leave it far below its position at the beginning of the decade .	expects	Nissan	market share
But it appears to be the sort of hold one makes while heading for the door .	appears to be	it	the sort of hold one makes while heading for the door
But it appears to be the sort of hold one makes while heading for the door .	makes	one	the sort of hold
But it appears to be the sort of hold one makes while heading for the door .	heading for	one	the door
He talked to McGee about using his name and received permission , which is confirmed by correspondence between McGee and his family .	talked to	He	McGee
He talked to McGee about using his name and received permission , which is confirmed by correspondence between McGee and his family .	is confirmed by	using his name and received permission	correspondence between McGee and his family
One example could be `` Time '' , the fifth song from Pink Floyd 's 1973 album `` The Dark Side Of The Moon '' , which contains a reprise of `` Breathe '' , the first song of the same album .		`` Time ''	the fifth song from Pink Floyd 's 1973 album `` The Dark Side Of The Moon ''
One example could be `` Time '' , the fifth song from Pink Floyd 's 1973 album `` The Dark Side Of The Moon '' , which contains a reprise of `` Breathe '' , the first song of the same album .	could be	One example	`` Time ''
One example could be `` Time '' , the fifth song from Pink Floyd 's 1973 album `` The Dark Side Of The Moon '' , which contains a reprise of `` Breathe '' , the first song of the same album .	contains	`` The Dark Side Of The Moon ''	a reprise of `` Breathe ''
One example could be `` Time '' , the fifth song from Pink Floyd 's 1973 album `` The Dark Side Of The Moon '' , which contains a reprise of `` Breathe '' , the first song of the same album .		`` Breathe ''	the first song of the same album
One example could be `` Time '' , the fifth song from Pink Floyd 's 1973 album `` The Dark Side Of The Moon '' , which contains a reprise of `` Breathe '' , the first song of the same album .		`` The Dark Side Of The Moon ''	Pink Floyd 's 1973 album
Although no specific agreements are expected , Mr. Shevardnadze said `` that does n't mean they will be without an agenda . ''	said	Mr. Shevardnadze	`` that does n't mean they will be without an agenda . ''
Although no specific agreements are expected , Mr. Shevardnadze said `` that does n't mean they will be without an agenda . ''	does n't mean	that	they will be without an agenda
Although no specific agreements are expected , Mr. Shevardnadze said `` that does n't mean they will be without an agenda . ''	will be without	they	an agenda
According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .	is not derived from	the Samaritan ethnonym	the region of Samaria
According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .	were	they	the `` Guardians '' of the true Israelite religion
In 1990 Kelsang Gyatso became also outspoken against the Geshe Studies Programme , and `` made the pursuit of his new programmes compulsory . ''	became	Kelsang Gyatso	outspoken against the Geshe Studies Programme
In 1990 Kelsang Gyatso became also outspoken against the Geshe Studies Programme , and `` made the pursuit of his new programmes compulsory . ''	made	Kelsang Gyatso	the pursuit of
The lodge is open from mid-May to mid-October , with two weeks starting in the end of August reserved for the Dartmouth First-Year Trips .	reserved for	two weeks	the Dartmouth First-Year Trips
First Boston incurred millions of dollars of losses on Campeau securities it owned as well as on special securities it could n't sell .	incurred	First Boston	millions of dollars of losses on Campeau securities it owned as well as on special securities it could n't sell
First Boston incurred millions of dollars of losses on Campeau securities it owned as well as on special securities it could n't sell .	owned	it	Campeau securities
First Boston incurred millions of dollars of losses on Campeau securities it owned as well as on special securities it could n't sell .	could n't sell	it	special securities
In Canada , there are two organizations that regulate university and collegiate athletics .	regulate	two organizations	university and collegiate athletics
The dialects they speak are similar but have different intonations .	are	The dialects they speak	similar
The dialects they speak are similar but have different intonations .	have	The dialects they speak	different intonations
The dialects they speak are similar but have different intonations .	speak	they	The dialects
Sukhum functioned as the capital of the `` Union treaty '' Abkhaz Soviet Socialist Republic associated with the Georgian SSR from 1921 until 1931 , when it became the capital of the Abkhazian Autonomous Soviet Socialist Republic within the Georgian SSR .	functioned as	Sukhum	the capital of the `` Union treaty '' Abkhaz Soviet Socialist Republic associated with the Georgian SSR
Sukhum functioned as the capital of the `` Union treaty '' Abkhaz Soviet Socialist Republic associated with the Georgian SSR from 1921 until 1931 , when it became the capital of the Abkhazian Autonomous Soviet Socialist Republic within the Georgian SSR .	associated with	`` Union treaty '' Abkhaz Soviet Socialist Republic	the Georgian SSR
Sukhum functioned as the capital of the `` Union treaty '' Abkhaz Soviet Socialist Republic associated with the Georgian SSR from 1921 until 1931 , when it became the capital of the Abkhazian Autonomous Soviet Socialist Republic within the Georgian SSR .	became	it	the capital of the Abkhazian Autonomous Soviet Socialist Republic within the Georgian
Her image held aloft signifies the Earth , which `` hangs in the air '' .	signifies	Her image held aloft	the Earth
Her image held aloft signifies the Earth , which `` hangs in the air '' .	hangs in	the Earth	the air
He sold them well below market value to raise cash `` to pay off mounting credit - card debts , '' incurred to buy presents for his girlfriend , his attorney , Philip Russell , told IFAR .	sold	He	them
He sold them well below market value to raise cash `` to pay off mounting credit - card debts , '' incurred to buy presents for his girlfriend , his attorney , Philip Russell , told IFAR .	incurred to buy	He	presents
He sold them well below market value to raise cash `` to pay off mounting credit - card debts , '' incurred to buy presents for his girlfriend , his attorney , Philip Russell , told IFAR .		Philip Russell	his attorney
Since the real estate unit also includes debt , the imputed value of the real estate itself is close to $ 3 billion .	also includes	the real estate	debt
Since the real estate unit also includes debt , the imputed value of the real estate itself is close to $ 3 billion .	is close to	the imputed value of the real estate itself	$ 3 billion
Burnham died of heart failure at the age of 86 , on September 1 , 1947 at his home in Santa , Barbara , California .	died of	Burnham	heart failure
In Van Howe 's study , all cases of meatal stenosis were among circumcised boys .	were	all cases of meatal stenosis	among circumcised boys
On May 13 , 2010 , Yost was named manager of the Kansas City Royals , replacing Trey Hillman .	was named	Yost	manager of the Kansas City Royals
On May 13 , 2010 , Yost was named manager of the Kansas City Royals , replacing Trey Hillman .	replacing	Yost	Trey Hillman
Jaguar 's own defenses against a hostile bid are weakened , analysts add , because fewer than 3 % of its shares are owned by employees and management .	add	analysts	Jaguar 's own defenses against a hostile bid are weakened
Jaguar 's own defenses against a hostile bid are weakened , analysts add , because fewer than 3 % of its shares are owned by employees and management .	are owned by	fewer than 3 % of its shares	employees and management
The residue can be reprocessed for more dripping and strained through a cheesecloth lined sieve as an ingredient for a fine beef stock .	can be reprocessed	The residue	for more dripping
The residue can be reprocessed for more dripping and strained through a cheesecloth lined sieve as an ingredient for a fine beef stock .	 strained through	The residue	a cheesecloth lined sieve
